DATOS HORARIOS GENERADOS CON EL EXPLORADOR DE ENERGIA SOLAR PARA UN ANIO METEOROLOGICO TIPICO
""
-----------------------------------------------------------------------------------------
DESCRIPCION,Datos para la evaluacion de la radiacion solar generados con un modelo de transferencia radiativa
VERSION DEL MODELO,2.0
FUENTE,Ministerio de Energia / Departamento de Geofisica Universidad de Chile
CONTACTO,ernc@dgf.uchile.cl
-----------------------------------------------------------------------------------------
""
CARACTERISTICAS DEL SITIO
NOMBRE DEL SITIO,S1
LATITUD,-33.50265847815711
LONGITUD,-70.70821188888439
ALTURA,518.0
""
-----------------------------------------------------------------------------------------
PERIODO DE DATOS
FECHA INICIAL,2004-01-01 00:00:00
FECHA FINAL,2016-12-18 23:00:00
INTERVALO,60 minutos
METODO DE CALCULO,Promedio de valores instantaneos cada 10 minutos
""
-----------------------------------------------------------------------------------------
VARIABLES INCLUIDAS
""
VARIABLE,UNIDAD,DESCRIPCION
glb,W/m2,Radiacion Global
dir,W/m2,Radiacion Directa
dif,W/m2,Radiacion Difusa
sct,W/m2,Radiacion Difusa Reflejada
ghi,W/m2,Radiacion Global Horizontal
dirh,W/m2,Radiacion Directa
difh,W/m2,Radiacion Difusa
dni,W/m2,Radiacion Directa Normal
temp,C,Temperatura en 2 metros (Corejida)
vel,m/s,Velocidad de Viento
shadow,0 = Sin; 1 = Con (inc. la noche);,Presencia de sombras debido a la topografia
cloud,"1=Si, 0=No",Presencia de nubes
""
-----------------------------------------------------------------------------------------
""
Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2006-05-17 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.95,1.02,1.00,0.00
2006-05-17 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.16,0.80,1.00,0.00
2006-05-17 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.92,0.47,1.00,0.00
2006-05-17 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.33,0.43,1.00,0.00
2006-05-17 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.77,0.41,1.00,0.00
2006-05-17 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.71,0.43,1.00,0.00
2006-05-18 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,0.39,1.00,0.00
2006-05-18 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.53,0.40,1.00,0.00
2006-05-18 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.08,0.61,1.00,0.00
2006-05-18 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.13,0.53,1.00,0.00
2006-05-18 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.41,0.36,1.00,0.00
2006-05-18 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.74,0.40,1.00,0.00
2006-05-18 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.46,0.67,1.00,0.00
2006-05-18 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.28,0.61,1.00,0.00
2006-05-18 08:00:00,18.83,1.45,16.99,0.39,18.96,0.38,18.58,4.41,7.99,0.56,0.00,1.00
2006-05-18 09:00:00,92.88,3.96,86.93,1.99,97.00,1.94,95.06,7.25,9.23,0.48,0.00,1.00
2006-05-18 10:00:00,659.36,596.07,55.02,8.27,403.28,343.12,60.16,820.50,12.19,0.15,0.00,0.00
2006-05-18 11:00:00,814.26,740.16,63.34,10.76,524.54,455.28,69.26,862.77,14.30,0.26,0.00,0.00
2006-05-18 12:00:00,303.25,8.19,288.48,6.58,320.62,5.18,315.44,8.80,16.38,0.50,0.00,1.00
2006-05-18 13:00:00,292.61,8.32,277.94,6.34,309.20,5.28,303.92,8.85,17.12,0.81,0.00,1.00
2006-05-18 14:00:00,233.46,7.72,220.69,5.05,246.12,4.80,241.32,8.70,17.72,1.09,0.00,1.00
2006-05-18 15:00:00,156.88,6.47,147.04,3.38,164.60,3.82,160.78,8.37,17.28,1.32,0.00,1.00
2006-05-18 16:00:00,62.91,4.66,56.92,1.33,64.68,2.44,62.24,7.69,16.18,1.21,0.00,1.00
2006-05-18 17:00:00,260.85,230.10,28.40,2.34,114.18,83.12,31.06,577.87,14.27,1.04,0.00,0.00
2006-05-18 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.02,0.92,1.00,0.00
2006-05-18 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.21,0.72,1.00,0.00
2006-05-18 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.56,0.44,1.00,0.00
2006-05-18 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.90,0.47,1.00,0.00
2006-05-18 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.06,0.41,1.00,0.00
2006-05-18 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.55,1.00,0.00
2006-05-19 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.80,0.65,1.00,0.00
2006-05-19 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.31,0.57,1.00,0.00
2006-05-19 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.95,0.85,1.00,0.00
2006-05-19 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.79,0.80,1.00,0.00
2006-05-19 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.26,0.73,1.00,0.00
2006-05-19 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.51,0.78,1.00,0.00
2006-05-19 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.05,0.66,1.00,0.00
2006-05-19 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.89,0.58,1.00,0.00
2006-05-19 08:00:00,9.50,1.49,7.83,0.18,8.94,0.38,8.56,4.54,5.47,0.48,0.00,1.00
2006-05-19 09:00:00,36.66,3.99,31.92,0.76,36.84,1.94,34.90,7.32,4.96,0.38,0.00,1.00
2006-05-19 10:00:00,47.28,5.97,40.33,0.97,47.52,3.42,44.10,8.23,6.41,0.21,0.00,1.00
2006-05-19 11:00:00,66.79,7.38,58.02,1.39,67.96,4.52,63.44,8.61,9.20,0.30,0.00,1.00
2006-05-19 12:00:00,80.74,8.19,70.86,1.70,82.64,5.16,77.48,8.81,11.46,0.56,0.00,1.00
2006-05-19 13:00:00,62.11,8.29,52.53,1.29,62.68,5.24,57.44,8.82,12.33,0.94,0.00,1.00
2006-05-19 14:00:00,58.98,7.72,50.04,1.22,59.50,4.78,54.72,8.71,13.06,1.19,0.00,1.00
2006-05-19 15:00:00,43.91,6.47,36.54,0.90,43.76,3.80,39.96,8.38,13.06,1.55,0.00,1.00
2006-05-19 16:00:00,38.44,4.62,33.03,0.79,38.52,2.40,36.12,7.63,12.51,1.53,0.00,1.00
2006-05-19 17:00:00,256.24,226.07,27.89,2.28,110.96,80.46,30.50,568.25,11.13,1.36,0.00,0.00
2006-05-19 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.60,1.06,1.00,0.00
2006-05-19 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.13,0.81,1.00,0.00
2006-05-19 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.32,0.51,1.00,0.00
2006-05-19 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.16,0.49,1.00,0.00
2006-05-19 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.20,0.46,1.00,0.00
2006-05-19 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.27,0.44,1.00,0.00
2006-05-20 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.96,0.37,1.00,0.00
2006-05-20 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.98,0.36,1.00,0.00
2006-05-20 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.85,0.54,1.00,0.00
2006-05-20 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.87,0.58,1.00,0.00
2006-05-20 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.33,0.53,1.00,0.00
2006-05-20 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.53,0.56,1.00,0.00
2006-05-20 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.96,0.44,1.00,0.00
2006-05-20 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.78,0.50,1.00,0.00
2006-05-20 08:00:00,9.43,1.29,7.96,0.19,9.02,0.32,8.70,3.94,8.32,0.53,0.00,1.00
2006-05-20 09:00:00,57.36,3.82,52.33,1.21,59.06,1.84,57.22,7.02,9.78,0.34,0.00,1.00
2006-05-20 10:00:00,78.35,5.76,70.93,1.66,80.84,3.28,77.56,7.95,11.30,0.39,0.00,1.00
2006-05-20 11:00:00,99.49,7.15,90.23,2.11,103.02,4.36,98.66,8.35,13.24,0.60,0.00,1.00
2006-05-20 12:00:00,108.83,7.94,98.59,2.31,112.78,4.98,107.80,8.55,15.07,0.74,0.00,1.00
2006-05-20 13:00:00,146.66,8.04,135.48,3.14,153.20,5.06,148.14,8.56,15.70,1.13,0.00,1.00
2006-05-20 14:00:00,130.32,7.45,120.08,2.79,135.90,4.60,131.30,8.43,15.29,1.36,0.00,1.00
2006-05-20 15:00:00,106.72,6.22,98.22,2.28,111.04,3.64,107.40,8.07,14.89,1.46,0.00,1.00
2006-05-20 16:00:00,63.33,4.41,57.58,1.34,65.24,2.28,62.96,7.30,14.67,1.31,0.00,1.00
2006-05-20 17:00:00,21.35,2.11,18.80,0.44,21.30,0.74,20.56,5.30,13.60,1.14,0.00,1.00
2006-05-20 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.97,0.95,1.00,0.00
2006-05-20 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.97,0.86,1.00,0.00
2006-05-20 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.46,0.54,1.00,0.00
2006-05-20 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.69,0.59,1.00,0.00
2006-05-20 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.28,0.39,1.00,0.00
2006-05-20 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.86,0.42,1.00,0.00
2006-05-21 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.32,0.58,1.00,0.00
2006-05-21 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.81,0.63,1.00,0.00
2006-05-21 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.32,0.66,1.00,0.00
2006-05-21 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.86,0.72,1.00,0.00
2006-05-21 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.26,0.65,1.00,0.00
2006-05-21 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.25,0.83,1.00,0.00
2006-05-21 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.62,0.63,1.00,0.00
2006-05-21 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.05,0.70,1.00,0.00
2006-05-21 08:00:00,12.69,1.24,11.19,0.26,12.54,0.30,12.24,3.81,5.52,0.77,0.00,1.00
2006-05-21 09:00:00,68.48,3.72,63.30,1.46,71.00,1.78,69.22,6.86,7.50,0.56,0.00,1.00
2006-05-21 10:00:00,131.25,5.65,122.78,2.82,137.46,3.20,134.26,7.81,9.80,0.36,0.00,1.00
2006-05-21 11:00:00,221.07,7.05,209.24,4.78,233.08,4.28,228.80,8.25,13.26,0.04,0.00,1.00
2006-05-21 12:00:00,268.99,7.81,255.35,5.83,284.10,4.88,279.22,8.42,16.46,0.28,0.00,1.00
2006-05-21 13:00:00,143.36,7.91,132.39,3.07,149.72,4.96,144.76,8.43,18.74,0.74,0.00,1.00
2006-05-21 14:00:00,106.75,7.35,97.12,2.27,110.72,4.52,106.20,8.32,19.91,1.10,0.00,1.00
2006-05-21 15:00:00,81.33,6.11,73.49,1.72,83.92,3.56,80.36,7.94,19.69,1.34,0.00,1.00
2006-05-21 16:00:00,485.39,435.00,44.81,5.58,272.20,223.20,49.00,719.97,18.85,1.43,0.00,0.00
2006-05-21 17:00:00,235.98,207.19,26.72,2.07,100.88,71.66,29.22,521.37,17.40,1.20,0.00,0.00
2006-05-21 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.18,0.98,1.00,0.00
2006-05-21 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.67,0.82,1.00,0.00
2006-05-21 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.93,0.72,1.00,0.00
2006-05-21 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.80,0.79,1.00,0.00
2006-05-21 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.18,0.62,1.00,0.00
2006-05-21 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.71,0.64,1.00,0.00
2006-05-22 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.23,0.80,1.00,0.00
2006-05-22 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.74,0.83,1.00,0.00
2006-05-22 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.24,0.92,1.00,0.00
2006-05-22 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.87,0.95,1.00,0.00
2006-05-22 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.51,0.87,1.00,0.00
2006-05-22 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.03,1.00,1.00,0.00
2006-05-22 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.85,1.00,0.00
2006-05-22 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,0.93,1.00,0.00
2006-05-22 08:00:00,11.63,0.00,11.38,0.26,12.44,0.00,12.44,0.00,7.32,0.96,1.00,1.00
2006-05-22 09:00:00,65.02,3.75,59.88,1.38,67.26,1.78,65.48,6.92,9.04,0.71,0.00,1.00
2006-05-22 10:00:00,119.03,5.71,110.77,2.55,124.34,3.22,121.12,7.91,12.14,0.44,0.00,1.00
2006-05-22 11:00:00,123.48,7.11,113.73,2.64,128.66,4.30,124.36,8.33,15.41,0.20,0.00,1.00
2006-05-22 12:00:00,137.39,7.90,126.55,2.94,143.30,4.92,138.38,8.53,17.63,0.22,0.00,1.00
2006-05-22 13:00:00,156.90,8.00,145.54,3.37,164.14,5.00,159.14,8.54,19.61,0.61,0.00,1.00
2006-05-22 14:00:00,121.30,7.41,111.30,2.59,126.24,4.54,121.70,8.40,20.32,0.85,0.00,1.00
2006-05-22 15:00:00,203.69,6.21,193.07,4.41,214.72,3.60,211.12,8.07,21.29,0.99,0.00,1.00
2006-05-22 16:00:00,114.89,4.39,108.02,2.47,120.36,2.24,118.12,7.28,21.08,1.05,0.00,1.00
2006-05-22 17:00:00,35.08,2.11,32.23,0.74,35.96,0.72,35.24,5.32,19.35,0.92,0.00,1.00
2006-05-22 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.36,0.73,1.00,0.00
2006-05-22 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.15,0.71,1.00,0.00
2006-05-22 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.53,0.64,1.00,0.00
2006-05-22 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,0.70,1.00,0.00
2006-05-22 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.95,0.57,1.00,0.00
2006-05-22 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.10,0.50,1.00,0.00
2006-05-23 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.98,0.49,1.00,0.00
2006-05-23 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.68,0.48,1.00,0.00
2006-05-23 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.10,0.61,1.00,0.00
2006-05-23 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.73,0.69,1.00,0.00
2006-05-23 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.77,0.72,1.00,0.00
2006-05-23 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.79,0.98,1.00,0.00
2006-05-23 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,0.61,1.00,0.00
2006-05-23 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.84,0.86,1.00,0.00
2006-05-23 08:00:00,3.89,0.00,3.80,0.09,4.16,0.00,4.16,0.00,12.40,1.04,1.00,1.00
2006-05-23 09:00:00,37.80,3.66,33.36,0.78,38.20,1.72,36.48,6.76,14.71,0.71,0.00,1.00
2006-05-23 10:00:00,37.98,5.60,31.61,0.77,37.70,3.14,34.56,7.77,17.34,0.13,0.00,1.00
2006-05-23 11:00:00,39.59,6.97,31.83,0.80,39.00,4.20,34.80,8.18,18.57,0.33,0.00,1.00
2006-05-23 12:00:00,84.31,7.76,74.77,1.78,86.58,4.82,81.76,8.40,19.57,0.56,0.00,1.00
2006-05-23 13:00:00,63.66,7.87,54.47,1.32,64.46,4.90,59.56,8.41,20.48,1.12,0.00,1.00
2006-05-23 14:00:00,77.02,7.31,68.10,1.62,78.92,4.46,74.46,8.29,20.38,1.24,0.00,1.00
2006-05-23 15:00:00,57.17,6.10,49.88,1.19,58.06,3.52,54.54,7.94,20.96,1.26,0.00,1.00
2006-05-23 16:00:00,31.43,4.30,26.48,0.64,31.14,2.18,28.96,7.14,20.98,1.11,0.00,1.00
2006-05-23 17:00:00,232.19,204.00,26.19,1.99,97.24,68.60,28.64,513.98,19.95,0.95,0.00,0.00
2006-05-23 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.42,0.81,1.00,0.00
2006-05-23 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.47,0.85,1.00,0.00
2006-05-23 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.72,0.96,1.00,0.00
2006-05-23 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.69,1.22,1.00,0.00
2006-05-23 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.03,0.99,1.00,0.00
2006-05-23 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.98,1.14,1.00,0.00
2006-05-24 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.45,1.14,1.00,0.00
2006-05-24 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.30,1.22,1.00,0.00
2006-05-24 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.27,1.23,1.00,0.00
2006-05-24 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.23,1.08,1.00,0.00
2006-05-24 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.20,0.71,1.00,0.00
2006-05-24 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.45,0.79,1.00,0.00
2006-05-24 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.73,0.61,1.00,0.00
2006-05-24 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.27,0.72,1.00,0.00
2006-05-24 08:00:00,3.12,0.00,3.05,0.07,3.34,0.00,3.34,0.00,12.70,0.75,1.00,1.00
2006-05-24 09:00:00,18.29,3.69,14.25,0.35,17.30,1.72,15.58,6.82,12.84,0.46,0.00,1.00
2006-05-24 10:00:00,30.66,5.66,24.38,0.61,29.82,3.16,26.66,7.86,12.59,0.39,0.00,1.00
2006-05-24 11:00:00,39.79,7.03,31.95,0.80,39.16,4.22,34.94,8.26,15.00,0.45,0.00,1.00
2006-05-24 12:00:00,63.03,7.85,53.87,1.31,63.76,4.86,58.90,8.50,16.63,0.70,0.00,1.00
2006-05-24 13:00:00,64.43,7.99,55.11,1.34,65.22,4.96,60.26,8.55,17.85,1.03,0.00,1.00
2006-05-24 14:00:00,58.21,7.43,49.57,1.20,58.72,4.52,54.20,8.44,17.78,1.24,0.00,1.00
2006-05-24 15:00:00,159.33,6.19,149.71,3.43,167.26,3.56,163.70,8.07,17.65,1.67,0.00,1.00
2006-05-24 16:00:00,91.26,4.41,84.90,1.95,95.06,2.22,92.84,7.31,16.42,1.66,0.00,1.00
2006-05-24 17:00:00,28.34,2.11,25.64,0.59,28.74,0.70,28.04,5.31,14.95,1.35,0.00,1.00
2006-05-24 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.14,1.16,1.00,0.00
2006-05-24 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.35,0.95,1.00,0.00
2006-05-24 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.86,0.79,1.00,0.00
2006-05-24 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.24,0.87,1.00,0.00
2006-05-24 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.55,0.72,1.00,0.00
2006-05-24 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.91,0.79,1.00,0.00
2006-05-25 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,0.53,1.00,0.00
2006-05-25 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.29,0.90,1.00,0.00
2006-05-25 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.48,0.74,1.00,0.00
2006-05-25 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.64,1.00,1.00,0.00
2006-05-25 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.98,1.21,1.00,0.00
2006-05-25 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.21,0.99,1.00,0.00
2006-05-25 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.96,1.21,1.00,0.00
2006-05-25 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.79,0.86,1.00,0.00
2006-05-25 08:00:00,7.50,0.00,7.33,0.16,8.02,0.00,8.02,0.00,10.14,1.12,1.00,1.00
2006-05-25 09:00:00,44.00,3.72,39.36,0.92,44.76,1.72,43.04,6.89,13.35,0.70,0.00,1.00
2006-05-25 10:00:00,118.71,5.65,110.51,2.54,123.98,3.14,120.84,7.87,15.65,1.01,0.00,1.00
2006-05-25 11:00:00,120.95,7.06,111.32,2.58,125.94,4.22,121.72,8.30,17.23,0.83,0.00,1.00
2006-05-25 12:00:00,158.06,7.82,146.85,3.39,165.40,4.82,160.58,8.47,19.41,1.51,0.00,1.00
2006-05-25 13:00:00,173.50,7.88,161.89,3.73,181.90,4.88,177.02,8.45,19.94,1.87,0.00,1.00
2006-05-25 14:00:00,152.93,7.29,142.35,3.28,160.08,4.42,155.66,8.29,19.65,1.86,0.00,1.00
2006-05-25 15:00:00,130.46,6.04,121.61,2.80,136.44,3.46,132.98,7.88,19.45,2.13,0.00,1.00
2006-05-25 16:00:00,74.91,4.27,69.05,1.59,77.64,2.14,75.50,7.10,18.28,1.79,0.00,1.00
2006-05-25 17:00:00,23.27,1.95,20.83,0.48,23.42,0.64,22.78,4.92,17.17,1.50,0.00,1.00
2006-05-25 18:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.03,1.31,1.00,0.00
2006-05-25 19:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.35,1.28,1.00,0.00
2006-05-25 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.74,1.05,1.00,0.00
2006-05-25 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.78,1.27,1.00,0.00
2006-05-25 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,1.02,1.00,0.00
2006-05-25 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.53,0.80,1.00,0.00
2006-05-26 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.54,0.76,1.00,0.00
2006-05-26 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.61,0.72,1.00,0.00
2006-05-26 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.66,0.68,1.00,0.00
2006-05-26 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.78,1.19,1.00,0.00
2006-05-26 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.58,1.38,1.00,0.00
2006-05-26 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.03,1.26,1.00,0.00
2006-05-26 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,1.73,1.00,0.00
2006-05-26 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.39,1.16,1.00,0.00
2006-05-26 08:00:00,10.36,0.00,10.13,0.23,11.08,0.00,11.08,0.00,10.83,1.05,1.00,1.00
2006-05-26 09:00:00,66.17,3.62,61.14,1.41,68.52,1.66,66.86,6.72,12.42,0.89,0.00,1.00
2006-05-26 10:00:00,108.14,5.54,100.29,2.31,112.72,3.06,109.66,7.71,13.60,1.20,0.00,1.00
2006-05-26 11:00:00,124.70,6.95,115.08,2.67,129.98,4.14,125.84,8.19,15.15,1.10,0.00,1.00
2006-05-26 12:00:00,135.98,7.74,125.33,2.91,141.80,4.76,137.04,8.40,15.93,1.42,0.00,1.00
2006-05-26 13:00:00,231.25,7.84,218.41,5.00,243.66,4.84,238.82,8.42,16.61,1.63,0.00,1.00
2006-05-26 14:00:00,204.01,7.29,192.32,4.40,214.70,4.40,210.30,8.29,17.13,1.64,0.00,1.00
2006-05-26 15:00:00,160.33,6.10,150.77,3.45,168.34,3.48,164.86,7.96,17.08,1.66,0.00,1.00
2006-05-26 16:00:00,91.25,4.34,84.96,1.95,95.06,2.16,92.90,7.21,16.99,1.49,0.00,1.00
2006-05-26 17:00:00,27.77,2.04,25.15,0.58,28.16,0.66,27.50,5.14,15.78,1.27,0.00,1.00
